codeset_id,concept_set_name,concept_set_version_title,project,source_application,source_application_version,created_at,atlas_json,is_most_recent_version,version,comments,intention,limitations,issues,update_message,status,has_review,reviewed_by,created_by,provenance,atlas_json_resource_url,parent_version_id,is_draft,enclave_codeset_id,enclave_codeset_id_updated_at
1000000034,[VSAC] Eclampsia 226,[VSAC] Eclampsia 226 (v1),RP-4A9E27,EXTERNAL VSAC,,2022-04-05T22:52:18.693Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to identify diagnoses of eclampsia.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of an eclampsia.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.226; dih_id: 1000000034; Code System(s): SNOMEDCT; Definition Type: Extensional; Definition Version: Latest; Accessed: 2022-04-05 18:52:18,,,True,,
1000000038,[VSAC] Comorbid Conditions for Respiratory Conditions 1025,[VSAC] Comorbid Conditions for Respiratory Conditions 1025 (v1),RP-4A9E27,EXTERNAL VSAC,,2022-04-05T22:52:18.694Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of immunocompromising and chronic respiratory conditions, which increase susceptibility of contracting an acute bacterial infection.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of immunocompromising and chronic respiratory conditions, which increase susceptibility of contracting an acute bacterial infection.",Exclusion Criteria: Excludes concepts that represent a diagnosis that is not associated with increased susceptibility of contracting an acute bacterial infection.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: National Committee for Quality Assurance; OID: 2.16.840.1.113883.3.464.1003.102.12.1025; dih_id: 1000000038; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-04-05 18:52:18",,,True,,
1000000039,[VSAC] Cancer 1010,[VSAC] Cancer 1010 (v1),RP-4A9E27,EXTERNAL VSAC,,2022-04-05T22:52:18.699Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to represent concepts for diagnoses of cancer.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of cancer.,Exclusion Criteria: Excludes concepts that describe in situ carcinoma.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: American Society of Clinical Oncology; OID: 2.16.840.1.113883.3.526.3.1010; dih_id: 1000000039; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-04-05 18:52:18",,,True,,
1000000042,[VSAC] Chronic Liver Disease 1035,[VSAC] Chronic Liver Disease 1035 (v1),RP-4A9E27,EXTERNAL VSAC,,2022-04-05T22:52:18.700Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of chronic liver disease.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of chronic liver disease or cirrhosis, liver abscess or sequelae of chronic liver disease and other disorders of the liver.",Exclusion Criteria: Excludes concepts that represent diagnoses for substance induced liver disease.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: National Committee for Quality Assurance; OID: 2.16.840.1.113883.3.464.1003.199.12.1035; dih_id: 1000000042; Code System(s): SNOMEDCT,ICD9CM,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-04-05 18:52:18",,,True,,
1000000159,[VSAC] Chronic Obstructive Pulmonary Disease 1007,[VSAC] Chronic Obstructive Pulmonary Disease 1007 (v1),RP-4A9E27,EXTERNAL VSAC,,2022-04-05T22:52:18.700Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: This value set identifies patients with a diagnosis of chronic obstructive pulmonary disorder (COPD).; Data Element Scope: This value set was intended to map to the QDM data type of diagnosis, but has the potential to be used in additional ways.; Inclusion Criteria: This value set includes acute COPD exacerbations, and end stage COPD. It also includes mild through severe COPD classifications.","Exclusion Criteria: This value set excludes concurrent infections. It also excludes diagnoses of bronchitis, bronchiolitis, and emphysema.",,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: National Committee for Quality Assurance; OID: 2.16.840.1.113883.3.464.1003.102.12.1007; dih_id: 1000000159; Code System(s): SNOMEDCT,ICD9CM,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-04-05 18:52:18",,,True,,
1000000044,[VSAC] Cystic Fibrosis 1002,[VSAC] Cystic Fibrosis 1002 (v1),RP-4A9E27,EXTERNAL VSAC,,2022-04-05T22:52:18.701Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: Under Development; Data Element Scope: Under Development; Inclusion Criteria: Under Development,Exclusion Criteria: Under Development,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: National Committee for Quality Assurance; OID: 2.16.840.1.113883.3.464.1003.102.12.1002; dih_id: 1000000044; Code System(s): SNOMEDCT,ICD9CM,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-04-05 18:52:18",,,True,,
1000000047,[VSAC] Cardiac Disease 341,[VSAC] Cardiac Disease 341 (v1),RP-4A9E27,EXTERNAL VSAC,,2022-04-05T22:52:18.701Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to group diagnoses of cardiac disease.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of cardiac disease.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.341; dih_id: 1000000047; Code System(s): ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-04-05 18:52:18,,,True,,
1000000048,[VSAC] Heart Failure 376,[VSAC] Heart Failure 376 (v1),RP-4A9E27,EXTERNAL VSAC,,2022-04-05T22:52:18.702Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to represent concepts for diagnoses of heart failure.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of heart failure.,"Exclusion Criteria: Excludes concepts that represent chronic and acute right-sided heart failure, right heart failure, right ventricular failure, cardiac insufficiency due to prosthesis and following cardiac surgery, or pulmonale.",,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: American Heart Association, Inc.; OID: 2.16.840.1.113883.3.526.3.376; dih_id: 1000000048; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-04-05 18:52:18",,,True,,
1000000049,[VSAC] Coronary Artery Disease No MI 369,[VSAC] Coronary Artery Disease No MI 369 (v1),RP-4A9E27,EXTERNAL VSAC,,2022-04-05T22:52:18.702Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to represent concepts of a diagnosis of coronary artery disease without myocardial infarction.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of coronary artery disease without myocardial infarction.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: American Heart Association, Inc.; OID: 2.16.840.1.113883.3.526.3.369; dih_id: 1000000049; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-04-05 18:52:18",,,True,,
1000000052,[VSAC] Hypertension 332,[VSAC] Hypertension 332 (v1),RP-4A9E27,EXTERNAL VSAC,,2022-04-05T22:52:18.703Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to group diagnoses of pre-existing hypertension.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of pre-existing hypertension.,Exclusion Criteria: Excludes concepts of a diagnosis of acute hypertension.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.332; dih_id: 1000000052; Code System(s): ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-04-05 18:52:18,,,True,,
1000000055,[VSAC] Mental Health Disorder 314,[VSAC] Mental Health Disorder 314 (v1),RP-4A9E27,EXTERNAL VSAC,,2022-04-05T22:52:18.703Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: The purpose of this value set is to group diagnoses of mental health disorders.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of a mental health disorder related to psychotic, nonpsychotic, and mood disorders.","Exclusion Criteria: Excludes concepts of a diagnosis of mental disorders due to substance abuse, developmental disorders, and intellectual disabilities.",,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.314; dih_id: 1000000055; Code System(s): ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-04-05 18:52:18,,,True,,
1000000057,[VSAC] Overweight or Obese 502,[VSAC] Overweight or Obese 502 (v1),RP-4A9E27,EXTERNAL VSAC,,2022-04-05T22:52:18.703Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to identify concepts for overweight or obese.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of overweight or obese.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: Mathematica; OID: 2.16.840.1.113762.1.4.1047.502; dih_id: 1000000057; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-04-05 18:52:18",,,True,,
1000000058,[VSAC] Pregnancy 378,[VSAC] Pregnancy 378 (v1),RP-4A9E27,EXTERNAL VSAC,,2022-04-05T22:52:18.706Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to represent concepts for diagnoses of pregnancy.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of pregnancy.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: American Heart Association, Inc.; OID: 2.16.840.1.113883.3.526.3.378; dih_id: 1000000058; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-04-05 18:52:18",,,True,,
1000000059,[VSAC] Pulmonary Hypertension 281,[VSAC] Pulmonary Hypertension 281 (v1),RP-4A9E27,EXTERNAL VSAC,,2022-04-05T22:52:18.707Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to group diagnoses of pulmonary hypertension.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of a pulmonary hypertension.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.281; dih_id: 1000000059; Code System(s): ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-04-05 18:52:18,,,True,,
1000000060,[VSAC] Pulmonary Embolism or DVT 1036,[VSAC] Pulmonary Embolism or DVT 1036 (v1),RP-4A9E27,EXTERNAL VSAC,,2022-04-05T22:52:18.707Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: This value set contains concepts associated with diagnoses of pulmonary embolism or deep vein thrombosis.; Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.; Inclusion Criteria: Includes only relevant concepts associated with  deep vein thrombosis or thrombophlebitis, or pulmonary embolisms (eg, amniotic fluid embolisms).",Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: American College of Emergency Physicians/AMA-PCPI; OID: 2.16.840.1.113883.17.4077.3.1036; dih_id: 1000000060; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-04-05 18:52:18",,,True,,
1000000062,[VSAC] Smoking or Cigarette Use 1158,[VSAC] Smoking or Cigarette Use 1158 (v1),RP-4A9E27,EXTERNAL VSAC,,2022-04-05T22:52:18.707Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: This set of values addresses terms representing Smoking or Cigarette Use.; Data Element Scope: The intent of this set of values is to identify patients who have a/an documentation of the person's smoking patterns.; Inclusion Criteria: Includes GROUP codes for Smoking or Cigarette Use.,Exclusion Criteria: Terms not representative of observable encoded terms that may have values indicating Smoking or Cigarette Use.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: HL7 Patient Care Work Group; OID: 2.16.840.1.113762.1.4.1222.1158; dih_id: 1000000062; Code System(s): SNOMEDCT,LOINC; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-04-05 18:52:18",,,True,,
