codeset_id,concept_set_name,concept_set_version_title,project,source_application,source_application_version,created_at,atlas_json,is_most_recent_version,version,comments,intention,limitations,issues,update_message,status,has_review,reviewed_by,created_by,provenance,atlas_json_resource_url,parent_version_id,is_draft
1000000003,[VSAC] Blood Transfusion 213,[VSAC] Blood Transfusion 213 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.864Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to group procedures of blood transfusions.; Data Element Scope: This value set may use a model element related to procedure.; Inclusion Criteria: Includes concepts that represent procedures of a blood transfusion.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.213; Code System(s): SNOMEDCT,ICD10PCS; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-02-28 19:29:39",,,True
1000000164,[VSAC] Autoimmune Disease 309 309,[VSAC] Autoimmune Disease 309 309 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.868Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to identify diagnoses of autoimmune disease.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of an autoimmune disease.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.309; Code System(s): ICD10CM; Definition Type: Extensional; Definition Version: Latest; Accessed: 2022-02-28 19:29:39,,,True
1000000164,[VSAC] Autoimmune Disease 309 309,[VSAC] Autoimmune Disease 309 309 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.869Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to identify diagnoses of autoimmune disease.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of an autoimmune disease.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.309; Code System(s): ICD10CM; Definition Type: Extensional; Definition Version: Latest; Accessed: 2022-02-28 19:29:39,,,True
1000000165,[VSAC] Autoimmune Disease 310 310,[VSAC] Autoimmune Disease 310 310 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.869Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to identify diagnoses of autoimmune disease.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of an autoimmune disease.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.310; Code System(s): SNOMEDCT; Definition Type: Extensional; Definition Version: Latest; Accessed: 2022-02-28 19:29:39,,,True
1000000165,[VSAC] Autoimmune Disease 310 310,[VSAC] Autoimmune Disease 310 310 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.870Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to identify diagnoses of autoimmune disease.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of an autoimmune disease.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.310; Code System(s): SNOMEDCT; Definition Type: Extensional; Definition Version: Latest; Accessed: 2022-02-28 19:29:39,,,True
1000000033,[VSAC] Eclampsia 225,[VSAC] Eclampsia 225 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.870Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to identify diagnoses of eclampsia.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of an eclampsia.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.225; Code System(s): ICD10CM; Definition Type: Extensional; Definition Version: Latest; Accessed: 2022-02-28 19:29:39,,,True
1000000034,[VSAC] Eclampsia 226,[VSAC] Eclampsia 226 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.870Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to identify diagnoses of eclampsia.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of an eclampsia.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.226; Code System(s): SNOMEDCT; Definition Type: Extensional; Definition Version: Latest; Accessed: 2022-02-28 19:29:39,,,True
1000000159,[VSAC] Chronic Obstructive Pulmonary Disease 1007 1007,[VSAC] Chronic Obstructive Pulmonary Disease 1007 1007 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.870Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: This value set identifies patients with a diagnosis of chronic obstructive pulmonary disorder (COPD).; Data Element Scope: This value set was intended to map to the QDM data type of diagnosis, but has the potential to be used in additional ways.; Inclusion Criteria: This value set includes acute COPD exacerbations, and end stage COPD. It also includes mild through severe COPD classifications.","Exclusion Criteria: This value set excludes concurrent infections. It also excludes diagnoses of bronchitis, bronchiolitis, and emphysema.",,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: National Committee for Quality Assurance; OID: 2.16.840.1.113883.3.464.1003.102.12.1007; Code System(s): SNOMEDCT,ICD9CM,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-02-28 19:29:39",,,True
1000000159,[VSAC] Chronic Obstructive Pulmonary Disease 1007 1007,[VSAC] Chronic Obstructive Pulmonary Disease 1007 1007 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.871Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: This value set identifies patients with a diagnosis of chronic obstructive pulmonary disorder (COPD).; Data Element Scope: This value set was intended to map to the QDM data type of diagnosis, but has the potential to be used in additional ways.; Inclusion Criteria: This value set includes acute COPD exacerbations, and end stage COPD. It also includes mild through severe COPD classifications.","Exclusion Criteria: This value set excludes concurrent infections. It also excludes diagnoses of bronchitis, bronchiolitis, and emphysema.",,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: National Committee for Quality Assurance; OID: 2.16.840.1.113883.3.464.1003.102.12.1007; Code System(s): SNOMEDCT,ICD9CM,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-02-28 19:29:39",,,True
1000000065,[VSAC] Blood Transfusion 81,[VSAC] Blood Transfusion 81 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.871Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: Transfusion of Blood or Blood Products.; Data Element Scope: Transfusion of blood or certain blood products that exposes a person to transmission of and infection with bloodborn viruses.; Inclusion Criteria: Procedures related to transfusion, push transfusion or exchange transfusion of blood or blood components in newborn, children and adults. Allogenic transfusion of blood or certain blood components.","Exclusion Criteria: Procedure excluded: Transfusion of blood expanders, Apheresis procedure, Transfusion of bone marrow, Cord cell transfusion, Plasma/plasma substitute transfusion, Autologous procedures (e.g. autotransfusion). Procedures related to Blood Bank physician services such as: investigation of transfusion reactions, and authorizations for deviations from blood bank procedures.",,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: American Gastroenterological Association; OID: 2.16.840.1.113762.1.4.1056.81; Code System(s): SNOMEDCT,CPT; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-02-28 19:29:39",,,True
1000000095,[VSAC] Neuromuscular Disease 308,[VSAC] Neuromuscular Disease 308 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.871Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to group diagnoses of neuromuscular disease.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of a neuromuscular disease.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.308; Code System(s): ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-02-28 19:29:39,,,True
1000000182,[VSAC] Elder Abuse Diagnoses 63 63,[VSAC] Elder Abuse Diagnoses 63 63 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.871Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: <insert metadata>  - The value sets in this group represent the diagnoses associated with Elder Abuse as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of condition.code.; Inclusion Criteria: Includes ICD-10-CM and SNOMED CT diagnoses that have been identified through the Gravity Project community consensus voting process,Exclusion Criteria: N/A,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Gravity Project; OID: 2.16.840.1.113762.1.4.1247.63; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-02-28 19:29:39",,,True
1000000182,[VSAC] Elder Abuse Diagnoses 63 63,[VSAC] Elder Abuse Diagnoses 63 63 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.872Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: <insert metadata>  - The value sets in this group represent the diagnoses associated with Elder Abuse as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of condition.code.; Inclusion Criteria: Includes ICD-10-CM and SNOMED CT diagnoses that have been identified through the Gravity Project community consensus voting process,Exclusion Criteria: N/A,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Gravity Project; OID: 2.16.840.1.113762.1.4.1247.63; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-02-28 19:29:39",,,True
1000000183,[VSAC] Food Insecurity Diagnoses 17 17,[VSAC] Food Insecurity Diagnoses 17 17 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.872Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: <insert metadata>  - This value sets in this group represent the diagnoses associated with food insecurity as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of the condition.code.; Inclusion Criteria: Includes SNOMED CT and ICD 10 CM diagnoses that have been identified through the Gravity Project community consensus voting process,Exclusion Criteria: N/A,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Gravity Project; OID: 2.16.840.1.113762.1.4.1247.17; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-02-28 19:29:39",,,True
1000000183,[VSAC] Food Insecurity Diagnoses 17 17,[VSAC] Food Insecurity Diagnoses 17 17 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.872Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: <insert metadata>  - This value sets in this group represent the diagnoses associated with food insecurity as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of the condition.code.; Inclusion Criteria: Includes SNOMED CT and ICD 10 CM diagnoses that have been identified through the Gravity Project community consensus voting process,Exclusion Criteria: N/A,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Gravity Project; OID: 2.16.840.1.113762.1.4.1247.17; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-02-28 19:29:39",,,True
1000000184,[VSAC] Homelessness Diagnoses 18 18,[VSAC] Homelessness Diagnoses 18 18 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.872Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: <insert metadata> This value sets in this group represent the diagnoses associated with homelessness as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of condition,code.; Inclusion Criteria: Includes SNOMED CT and ICD 10 CM diagnoses that have been identified through the Gravity Project community consensus voting process",Exclusion Criteria: N/A,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Gravity Project; OID: 2.16.840.1.113762.1.4.1247.18; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-02-28 19:29:39",,,True
1000000184,[VSAC] Homelessness Diagnoses 18 18,[VSAC] Homelessness Diagnoses 18 18 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.873Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: <insert metadata> This value sets in this group represent the diagnoses associated with homelessness as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of condition,code.; Inclusion Criteria: Includes SNOMED CT and ICD 10 CM diagnoses that have been identified through the Gravity Project community consensus voting process",Exclusion Criteria: N/A,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Gravity Project; OID: 2.16.840.1.113762.1.4.1247.18; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-02-28 19:29:39",,,True
1000000185,[VSAC] Housing Instability Diagnoses 24 24,[VSAC] Housing Instability Diagnoses 24 24 (v1),RP-4A9E,EXTERNAL VSAC,,2022-03-01T00:29:39.873Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: <insert metadata> The value sets in this group represent the diagnoses associated with housing instability as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of condition.code.; Inclusion Criteria: Includes SNOMED CT and ICD10 CM diagnoses that have been identified through the Gravity Project community consensus voting process,Exclusion Criteria: N/A,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Gravity Project; OID: 2.16.840.1.113762.1.4.1247.24; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-02-28 19:29:39",,,True
