concept_set_id,concept_set_name,project_id,assigned_informatician,assigned_sme,status,stage,intention,n3c_reviewer,alias,archived,created_by,created_at
[VSAC Bulk-Import test] Air and Thrombotic Embolism (ICD10CM),[VSAC Bulk-Import test] Air and Thrombotic Embolism (ICD10CM),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to identify diagnoses of air and thrombotic embolisms.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of an air and thrombotic embolism.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.063Z
[VSAC Bulk-Import test] Air and Thrombotic Embolism (SNOMEDCT),[VSAC Bulk-Import test] Air and Thrombotic Embolism (SNOMEDCT),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to identify diagnoses of air and thrombotic embolisms.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of an air and thrombotic embolism.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.063Z
[VSAC Bulk-Import test] Autoimmune Disease (ICD10CM),[VSAC Bulk-Import test] Autoimmune Disease (ICD10CM),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to identify diagnoses of autoimmune disease.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of an autoimmune disease.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.063Z
[VSAC Bulk-Import test] Autoimmune Disease (SNOMEDCT),[VSAC Bulk-Import test] Autoimmune Disease (SNOMEDCT),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to identify diagnoses of autoimmune disease.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of an autoimmune disease.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.063Z
[VSAC Bulk-Import test] Eclampsia (ICD10CM),[VSAC Bulk-Import test] Eclampsia (ICD10CM),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to identify diagnoses of eclampsia.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of an eclampsia.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.063Z
[VSAC Bulk-Import test] Eclampsia (SNOMEDCT),[VSAC Bulk-Import test] Eclampsia (SNOMEDCT),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to identify diagnoses of eclampsia.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of an eclampsia.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.063Z
[VSAC Bulk-Import test] Asthma (SNOMEDCT;ICD10CM),[VSAC Bulk-Import test] Asthma (SNOMEDCT;ICD10CM),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: Asthma conditions which suggest applicability of NHLBI NAEPP EPR3 Guidelines for the Diagnosis and Management of Asthma (2007) and the 2020 Focused Updates to the Asthma Management Guidelines; Data Element Scope: FHIR Condition.code; Inclusion Criteria: SNOMEDCT concepts in ""Asthma SCT"" and ICD10CM concepts in ""Asthma ICD10CM"" valuesets.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.063Z
[VSAC Bulk-Import test] Bronchiectasis Disorder ICD10CM (ICD10CM),[VSAC Bulk-Import test] Bronchiectasis Disorder ICD10CM (ICD10CM),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: Bronchiectasis; Data Element Scope: Bronchiectasis disorders that may require medical equipment such as oxygen therapy, as defined by U.S. Centers for Medicare and Medicaid.; Inclusion Criteria: Bronchiectasis, acquired and congenital, tuberculosis bronchiectasis",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.063Z
[VSAC Bulk-Import test] Bronchiectasis Disorder SNOMED (SNOMEDCT),[VSAC Bulk-Import test] Bronchiectasis Disorder SNOMED (SNOMEDCT),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: Bronchiectasis; Data Element Scope: Bronchiectasis disorders that may require medical equipment such as oxygen therapy, as defined by U.S. Centers for Medicare and Medicaid.; Inclusion Criteria: Bronchiectasis, acquired and congenital, tuberculosis bronchiectasis",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.063Z
[VSAC Bulk-Import test] Comorbid Conditions for Respiratory Conditions (SNOMEDCT;ICD10CM),[VSAC Bulk-Import test] Comorbid Conditions for Respiratory Conditions (SNOMEDCT;ICD10CM),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of immunocompromising and chronic respiratory conditions, which increase susceptibility of contracting an acute bacterial infection.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of immunocompromising and chronic respiratory conditions, which increase susceptibility of contracting an acute bacterial infection.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.064Z
[VSAC Bulk-Import test] Cancer (SNOMEDCT;ICD10CM),[VSAC Bulk-Import test] Cancer (SNOMEDCT;ICD10CM),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to represent concepts for diagnoses of cancer.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of cancer.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.068Z
[VSAC Bulk-Import test] Cerebrovascular Diseases (ICD10CM),[VSAC Bulk-Import test] Cerebrovascular Diseases (ICD10CM),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: This set of values contains terms related to cerebrovascular diseases.; Data Element Scope: ; Inclusion Criteria: Includes acute (e.g., cerebrovascular accident) and chronic (e.g., Moyamoya disease) cerebrovascular diseases.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.068Z
[VSAC Bulk-Import test] Chronic Kidney Disease All Stages (1 through 5) (SNOMEDCT;ICD10CM),[VSAC Bulk-Import test] Chronic Kidney Disease All Stages (1 through 5) (SNOMEDCT;ICD10CM),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: This set of values contains diagnosis terms representing All Stages (1 or 2 or 3 or 4 or 5) of chronic kidney disease.; Data Element Scope: The intent of this set of values is to identify patients who have a diagnosis of any stage of chronic kidney disease.; Inclusion Criteria: Includes all stages of chronic kidney disease diagnosis that represent impaired kidney function, significant impairment of kidney function, and end stage renal disease.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.068Z
[VSAC Bulk-Import test] Chronic Liver Disease (SNOMEDCT;ICD9CM;ICD10CM),[VSAC Bulk-Import test] Chronic Liver Disease (SNOMEDCT;ICD9CM;ICD10CM),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of chronic liver disease.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of chronic liver disease or cirrhosis, liver abscess or sequelae of chronic liver disease and other disorders of the liver.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.068Z
[VSAC Bulk-Import test] Chronic Obstructive Pulmonary Disease (SNOMEDCT;ICD9CM;ICD10CM),[VSAC Bulk-Import test] Chronic Obstructive Pulmonary Disease (SNOMEDCT;ICD9CM;ICD10CM),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: This value set identifies patients with a diagnosis of chronic obstructive pulmonary disorder (COPD).; Data Element Scope: This value set was intended to map to the QDM data type of diagnosis, but has the potential to be used in additional ways.; Inclusion Criteria: This value set includes acute COPD exacerbations, and end stage COPD. It also includes mild through severe COPD classifications.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.068Z
[VSAC Bulk-Import test] Cystic Fibrosis (SNOMEDCT;ICD9CM;ICD10CM),[VSAC Bulk-Import test] Cystic Fibrosis (SNOMEDCT;ICD9CM;ICD10CM),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: Under Development; Data Element Scope: Under Development; Inclusion Criteria: Under Development,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.068Z
[VSAC Bulk-Import test] Cardiac Disease (ICD10CM),[VSAC Bulk-Import test] Cardiac Disease (ICD10CM),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to group diagnoses of cardiac disease.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of cardiac disease.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.069Z
[VSAC Bulk-Import test] Heart Failure (SNOMEDCT;ICD10CM),[VSAC Bulk-Import test] Heart Failure (SNOMEDCT;ICD10CM),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to represent concepts for diagnoses of heart failure.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of heart failure.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-02-15T19:48:07.069Z
