,cset_name,cset_rxcui,rxcui,tty,rxnorm_name,concept_id,concept_name,concept_class_id
58,Dexamethasone,3264,1007483,MIN,dexamethasone / hypromellose,36027604,dexamethasone / hypromellose,Multiple Ingredients
59,Dexamethasone,3264,1007628,MIN,dexamethasone / dobesilic acid / lidocaine,36027747,dexamethasone / dobesilic acid / lidocaine,Multiple Ingredients
60,Dexamethasone,3264,1007854,MIN,clotrimazole / dexamethasone,36027968,clotrimazole / dexamethasone,Multiple Ingredients
61,Dexamethasone,3264,1008217,MIN,clemastine / dexamethasone,36028311,clemastine / dexamethasone,Multiple Ingredients
62,Dexamethasone,3264,1008930,MIN,dexamethasone / phenylephrine,36028991,dexamethasone / phenylephrine,Multiple Ingredients
63,Dexamethasone,3264,1009150,MIN,dexamethasone / sodium phosphate,36029197,dexamethasone / sodium phosphate,Multiple Ingredients
64,Dexamethasone,3264,1009387,MIN,dexamethasone / neomycin / thiabendazole,36029204,dexamethasone / neomycin / thiabendazole,Multiple Ingredients
65,Dexamethasone,3264,214478,MIN,dexamethasone / lidocaine,36029959,dexamethasone / lidocaine,Multiple Ingredients
66,Dexamethasone,3264,216524,MIN,dexamethasone / neomycin,36030055,dexamethasone / neomycin,Multiple Ingredients
67,Dexamethasone,3264,216525,MIN,dexamethasone / neomycin / polymyxin B,36030056,dexamethasone / neomycin / polymyxin B,Multiple Ingredients
68,Dexamethasone,3264,465397,MIN,ciprofloxacin / dexamethasone,36030192,ciprofloxacin / dexamethasone,Multiple Ingredients
69,Dexamethasone,3264,687304,MIN,dexamethasone / tramazoline,36030363,dexamethasone / tramazoline,Multiple Ingredients
70,Dexamethasone,3264,813683,MIN,dexamethasone / theophylline,36030842,dexamethasone / theophylline,Multiple Ingredients
71,Dexamethasone,3264,814504,MIN,dexamethasone / indomethacin,36030869,dexamethasone / indomethacin,Multiple Ingredients
72,Dexamethasone,3264,815833,MIN,chloramphenicol / dexamethasone,36030907,chloramphenicol / dexamethasone,Multiple Ingredients
73,Dexamethasone,3264,818139,MIN,dexamethasone / terfenadine,36030990,dexamethasone / terfenadine,Multiple Ingredients
74,Dexamethasone,3264,820465,MIN,carisoprodol / dexamethasone / ibuprofen,36031057,carisoprodol / dexamethasone / ibuprofen,Multiple Ingredients
75,Dexamethasone,3264,821542,MIN,cyproheptadine / dexamethasone,36031080,cyproheptadine / dexamethasone,Multiple Ingredients
76,Dexamethasone,3264,822000,MIN,carisoprodol / dexamethasone / tenoxicam,36031085,carisoprodol / dexamethasone / tenoxicam,Multiple Ingredients
77,Dexamethasone,3264,883815,MIN,dexamethasone / tobramycin,36031113,dexamethasone / tobramycin,Multiple Ingredients
78,Dexamethasone,3264,22690,PIN,dexamethasone acetate,19054410,dexamethasone acetate,Precise Ingredient
79,Dexamethasone,3264,22694,PIN,dexamethasone trimethyl acetate,19054482,dexamethasone trimethyl acetate,Precise Ingredient
80,Dexamethasone,3264,235486,PIN,dexamethasone phosphate,19055211,dexamethasone phosphate,Precise Ingredient
81,Dexamethasone,3264,2378841,PIN,dexamethasone acetate anhydrous,1146347,dexamethasone acetate anhydrous,Precise Ingredient
82,Dexamethasone,3264,3265,PIN,dexamethasone isonicotinate,19082892,dexamethasone isonicotinate,Precise Ingredient
83,Dexamethasone,3264,48933,PIN,dexamethasone sodium phosphate,19112971,dexamethasone sodium phosphate,Precise Ingredient
84,Dexamethasone,3264,1009392,SBD,dexamethasone 1 MG/ML / neomycin 3.2 MG/ML / thiabendazole 40 MG/ML Topical Solution [Tresaderm],40225768,dexamethasone 1 MG/ML / neomycin 3.2 MG/ML / thiabendazole 40 MG/ML Topical Solution [Tresaderm],Branded Drug
85,Dexamethasone,3264,1011080,SBD,dexamethasone 0.5 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex],40225765,dexamethasone 0.5 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex],Branded Drug
86,Dexamethasone,3264,1049386,SBD,dexamethasone 2 MG/ML Injectable Solution [Dexium],40231770,dexamethasone 2 MG/ML Injectable Solution [Dexium],Branded Drug
87,Dexamethasone,3264,105392,SBD,dexamethasone 0.5 MG Oral Tablet [Decadron],19006962,dexamethasone 0.5 MG Oral Tablet [Decadron],Branded Drug
88,Dexamethasone,3264,1087757,SBD,dexamethasone 2 MG/ML Injectable Solution [Dexasone],40233172,dexamethasone 2 MG/ML Injectable Solution [Dexasone],Branded Drug
89,Dexamethasone,3264,1087919,SBD,dexamethasone 3 MG/ML Injectable Solution [Dexium],40235163,dexamethasone 3 MG/ML Injectable Solution [Dexium],Branded Drug
90,Dexamethasone,3264,2045409,SBD,0.005 ML dexamethasone 103.4 MG/ML Injection [Dexycu],1510782,0.005 ML dexamethasone 103.4 MG/ML Injection [Dexycu],Quant Branded Drug
91,Dexamethasone,3264,205669,SBD,dexamethasone 1 MG/ML Ophthalmic Suspension [Maxidex],19029876,dexamethasone 1 MG/ML Ophthalmic Suspension [Maxidex],Branded Drug
92,Dexamethasone,3264,205712,SBD,dexamethasone 4 MG Oral Tablet [Decadron],19030003,dexamethasone 4 MG Oral Tablet [Decadron],Branded Drug
93,Dexamethasone,3264,205717,SBD,dexamethasone 6 MG Oral Tablet [Decadron],19030008,dexamethasone 6 MG Oral Tablet [Decadron],Branded Drug
94,Dexamethasone,3264,208591,SBD,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Suspension [Maxitrol],19038940,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Suspension [Maxitrol],Branded Drug
95,Dexamethasone,3264,208601,SBD,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Maxitrol],19038950,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Maxitrol],Branded Drug
96,Dexamethasone,3264,208602,SBD,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Poly-Dex],19038981,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Poly-Dex],Branded Drug
97,Dexamethasone,3264,208813,SBD,dexamethasone 1 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex],19039720,dexamethasone 1 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex],Branded Drug
98,Dexamethasone,3264,208821,SBD,dexamethasone 0.001 MG/MG / tobramycin 0.003 MG/MG Ophthalmic Ointment [Tobradex],19039745,dexamethasone 0.001 MG/MG / tobramycin 0.003 MG/MG Ophthalmic Ointment [Tobradex],Branded Drug
99,Dexamethasone,3264,2108020,SBD,dexamethasone 0.4 MG Drug Implant [Dextenza],1356085,dexamethasone 0.4 MG Drug Implant [Dextenza],Branded Drug
100,Dexamethasone,3264,2286261,SBD,dexamethasone 20 MG Oral Tablet [Hemady],37499312,dexamethasone 20 MG Oral Tablet [Hemady],Branded Drug
101,Dexamethasone,3264,343040,SBD,dexamethasone 0.75 MG Oral Tablet [Decadron],19095151,dexamethasone 0.75 MG Oral Tablet [Decadron],Branded Drug
102,Dexamethasone,3264,404630,SBD,ciprofloxacin 3 MG/ML / dexamethasone 1 MG/ML Otic Suspension [Ciprodex],19102846,ciprofloxacin 3 MG/ML / dexamethasone 1 MG/ML Otic Suspension [Ciprodex],Branded Drug
103,Dexamethasone,3264,854181,SBD,dexamethasone 0.7 MG Drug Implant [Ozurdex],40160931,dexamethasone 0.7 MG Drug Implant [Ozurdex],Branded Drug
104,Dexamethasone,3264,1009390,SBDC,dexamethasone 1 MG/ML / neomycin 3.2 MG/ML / thiabendazole 40 MG/ML [Tresaderm],40225769,dexamethasone 1 MG/ML / neomycin 3.2 MG/ML / thiabendazole 40 MG/ML [Tresaderm],Branded Drug Comp
105,Dexamethasone,3264,1011079,SBDC,dexamethasone 0.5 MG/ML / tobramycin 3 MG/ML [Tobradex],40225766,dexamethasone 0.5 MG/ML / tobramycin 3 MG/ML [Tobradex],Branded Drug Comp
106,Dexamethasone,3264,1049384,SBDC,dexamethasone 2 MG/ML [Dexium],40231772,dexamethasone 2 MG/ML [Dexium],Branded Drug Comp
107,Dexamethasone,3264,1087756,SBDC,dexamethasone 2 MG/ML [Dexasone],40233173,dexamethasone 2 MG/ML [Dexasone],Branded Drug Comp
108,Dexamethasone,3264,1087918,SBDC,dexamethasone 3 MG/ML [Dexium],40235164,dexamethasone 3 MG/ML [Dexium],Branded Drug Comp
109,Dexamethasone,3264,2045406,SBDC,dexamethasone 103.4 MG/ML [Dexycu],1510434,dexamethasone 103.4 MG/ML [Dexycu],Branded Drug Comp
110,Dexamethasone,3264,2108017,SBDC,dexamethasone 0.4 MG [Dextenza],1356082,dexamethasone 0.4 MG [Dextenza],Branded Drug Comp
111,Dexamethasone,3264,2286257,SBDC,dexamethasone 20 MG [Hemady],37499308,dexamethasone 20 MG [Hemady],Branded Drug Comp
112,Dexamethasone,3264,545158,SBDC,ciprofloxacin 3 MG/ML / dexamethasone 1 MG/ML [Ciprodex],19045957,ciprofloxacin 3 MG/ML / dexamethasone 1 MG/ML [Ciprodex],Branded Drug Comp
113,Dexamethasone,3264,564044,SBDC,dexamethasone 0.5 MG [Decadron],19116154,dexamethasone 0.5 MG [Decadron],Branded Drug Comp
114,Dexamethasone,3264,566561,SBDC,dexamethasone 1 MG/ML [Maxidex],19047795,dexamethasone 1 MG/ML [Maxidex],Branded Drug Comp
115,Dexamethasone,3264,566603,SBDC,dexamethasone 4 MG [Decadron],19117916,dexamethasone 4 MG [Decadron],Branded Drug Comp
116,Dexamethasone,3264,566608,SBDC,dexamethasone 6 MG [Decadron],19117921,dexamethasone 6 MG [Decadron],Branded Drug Comp
117,Dexamethasone,3264,569262,SBDC,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Maxitrol],19015780,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Maxitrol],Branded Drug Comp
118,Dexamethasone,3264,569272,SBDC,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Maxitrol],19015801,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Maxitrol],Branded Drug Comp
119,Dexamethasone,3264,569273,SBDC,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Poly-Dex],19077782,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Poly-Dex],Branded Drug Comp
120,Dexamethasone,3264,569462,SBDC,dexamethasone 1 MG/ML / tobramycin 3 MG/ML [Tobradex],19082890,dexamethasone 1 MG/ML / tobramycin 3 MG/ML [Tobradex],Branded Drug Comp
121,Dexamethasone,3264,569470,SBDC,dexamethasone 0.001 MG/MG / tobramycin 0.003 MG/MG [Tobradex],19118736,dexamethasone 0.001 MG/MG / tobramycin 0.003 MG/MG [Tobradex],Branded Drug Comp
122,Dexamethasone,3264,575233,SBDC,dexamethasone 0.75 MG [Decadron],19088976,dexamethasone 0.75 MG [Decadron],Branded Drug Comp
123,Dexamethasone,3264,854179,SBDC,dexamethasone 0.7 MG [Ozurdex],40160932,dexamethasone 0.7 MG [Ozurdex],Branded Drug Comp
124,Dexamethasone,3264,1009391,SBDF,dexamethasone / neomycin / thiabendazole Topical Solution [Tresaderm],40225756,dexamethasone / neomycin / thiabendazole Topical Solution [Tresaderm],Branded Drug Form
125,Dexamethasone,3264,1049385,SBDF,dexamethasone Injectable Solution [Dexium],40231783,dexamethasone Injectable Solution [Dexium],Branded Drug Form
126,Dexamethasone,3264,2045407,SBDF,dexamethasone Injection [Dexycu],1510435,dexamethasone Injection [Dexycu],Branded Drug Form
127,Dexamethasone,3264,2108018,SBDF,dexamethasone Drug Implant [Dextenza],1356083,dexamethasone Drug Implant [Dextenza],Branded Drug Form
128,Dexamethasone,3264,2286258,SBDF,dexamethasone Oral Tablet [Hemady],37499309,dexamethasone Oral Tablet [Hemady],Branded Drug Form
129,Dexamethasone,3264,363482,SBDF,dexamethasone Injectable Solution [Dexasone],40028561,dexamethasone Injectable Solution [Dexasone],Branded Drug Form
130,Dexamethasone,3264,365842,SBDF,dexamethasone Ophthalmic Suspension [Maxidex],40028597,dexamethasone Ophthalmic Suspension [Maxidex],Branded Drug Form
131,Dexamethasone,3264,367266,SBDF,dexamethasone / neomycin / polymyxin B Ophthalmic Ointment [Poly-Dex],40027160,dexamethasone / neomycin / polymyxin B Ophthalmic Ointment [Poly-Dex],Branded Drug Form
132,Dexamethasone,3264,369461,SBDF,dexamethasone Oral Tablet [Decadron],40028602,dexamethasone Oral Tablet [Decadron],Branded Drug Form
133,Dexamethasone,3264,405941,SBDF,ciprofloxacin / dexamethasone Otic Suspension [Ciprodex],40028360,ciprofloxacin / dexamethasone Otic Suspension [Ciprodex],Branded Drug Form
134,Dexamethasone,3264,854180,SBDF,dexamethasone Drug Implant [Ozurdex],40160934,dexamethasone Drug Implant [Ozurdex],Branded Drug Form
135,Dexamethasone,3264,93249,SBDF,dexamethasone / neomycin / polymyxin B Ophthalmic Ointment [Maxitrol],40027158,dexamethasone / neomycin / polymyxin B Ophthalmic Ointment [Maxitrol],Branded Drug Form
136,Dexamethasone,3264,93250,SBDF,dexamethasone / neomycin / polymyxin B Ophthalmic Suspension [Maxitrol],40027165,dexamethasone / neomycin / polymyxin B Ophthalmic Suspension [Maxitrol],Branded Drug Form
137,Dexamethasone,3264,94334,SBDF,dexamethasone / tobramycin Ophthalmic Suspension [Tobradex],40027459,dexamethasone / tobramycin Ophthalmic Suspension [Tobradex],Branded Drug Form
138,Dexamethasone,3264,94335,SBDF,dexamethasone / tobramycin Ophthalmic Ointment [Tobradex],40027457,dexamethasone / tobramycin Ophthalmic Ointment [Tobradex],Branded Drug Form
139,Dexamethasone,3264,1170297,SBDG,Decadron Oral Product,36237606,Decadron Oral Product,Branded Dose Group
140,Dexamethasone,3264,1170298,SBDG,Decadron Pill,36237607,Decadron Pill,Branded Dose Group
141,Dexamethasone,3264,1170903,SBDG,Ciprodex Otic Product,36234756,Ciprodex Otic Product,Branded Dose Group
142,Dexamethasone,3264,1175250,SBDG,Dexasone Injectable Product,36228083,Dexasone Injectable Product,Branded Dose Group
143,Dexamethasone,3264,1175843,SBDG,Dexium Injectable Product,36229762,Dexium Injectable Product,Branded Dose Group
144,Dexamethasone,3264,1177629,SBDG,Ozurdex Drug Implant Product,36229851,Ozurdex Drug Implant Product,Branded Dose Group
145,Dexamethasone,3264,1179099,SBDG,Tobradex Ophthalmic Product,36229262,Tobradex Ophthalmic Product,Branded Dose Group
146,Dexamethasone,3264,1179675,SBDG,Tresaderm Topical Product,36231191,Tresaderm Topical Product,Branded Dose Group
147,Dexamethasone,3264,1181604,SBDG,Maxidex Ophthalmic Product,36231004,Maxidex Ophthalmic Product,Branded Dose Group
148,Dexamethasone,3264,1182730,SBDG,Maxitrol Ophthalmic Product,36239372,Maxitrol Ophthalmic Product,Branded Dose Group
149,Dexamethasone,3264,1182982,SBDG,Poly-Dex Ophthalmic Product,36240076,Poly-Dex Ophthalmic Product,Branded Dose Group
150,Dexamethasone,3264,2045408,SBDG,Dexycu Injectable Product,1510436,Dexycu Injectable Product,Branded Dose Group
151,Dexamethasone,3264,2108019,SBDG,Dextenza Drug Implant Product,1356084,Dextenza Drug Implant Product,Branded Dose Group
152,Dexamethasone,3264,2286259,SBDG,Hemady Oral Product,37499310,Hemady Oral Product,Branded Dose Group
153,Dexamethasone,3264,2286260,SBDG,Hemady Pill,37499311,Hemady Pill,Branded Dose Group
154,Dexamethasone,3264,1009388,SCD,dexamethasone 1 MG/ML / neomycin 3.2 MG/ML / thiabendazole 40 MG/ML Topical Solution,40225767,dexamethasone 1 MG/ML / neomycin 3.2 MG/ML / thiabendazole 40 MG/ML Topical Solution,Clinical Drug
155,Dexamethasone,3264,1049400,SCD,dexamethasone sodium phosphate 4 MG/ML Injectable Solution,40231785,dexamethasone sodium phosphate 4 MG/ML Injectable Solution,Clinical Drug
156,Dexamethasone,3264,1116927,SCD,dexamethasone phosphate 4 MG/ML Injectable Solution,40241504,dexamethasone phosphate 4 MG/ML Injectable Solution,Clinical Drug
157,Dexamethasone,3264,1249712,SCD,dexamethasone sodium phosphate 0.4 MG/ML Injectable Solution,42708927,dexamethasone sodium phosphate 0.4 MG/ML Injectable Solution,Clinical Drug
158,Dexamethasone,3264,1374372,SCD,dexamethasone acetate 8 MG/ML Injectable Suspension,43526419,dexamethasone acetate 8 MG/ML Injectable Suspension,Clinical Drug
159,Dexamethasone,3264,1812079,SCD,1 ML dexamethasone phosphate 10 MG/ML Injection,1719012,1 ML dexamethasone phosphate 10 MG/ML Injection,Quant Clinical Drug
160,Dexamethasone,3264,1812095,SCD,1 ML dexamethasone phosphate 4 MG/ML Prefilled Syringe,1719022,1 ML dexamethasone phosphate 4 MG/ML Prefilled Syringe,Quant Clinical Drug
161,Dexamethasone,3264,1812194,SCD,1 ML dexamethasone phosphate 4 MG/ML Injection,1719046,1 ML dexamethasone phosphate 4 MG/ML Injection,Quant Clinical Drug
162,Dexamethasone,3264,197576,SCD,dexamethasone 0.25 MG Oral Tablet,1518257,dexamethasone 0.25 MG Oral Tablet,Clinical Drug
163,Dexamethasone,3264,197577,SCD,dexamethasone 0.5 MG Oral Tablet,1518258,dexamethasone 0.5 MG Oral Tablet,Clinical Drug
164,Dexamethasone,3264,197579,SCD,dexamethasone 1 MG Oral Tablet,1518259,dexamethasone 1 MG Oral Tablet,Clinical Drug
165,Dexamethasone,3264,197580,SCD,dexamethasone 1.5 MG Oral Tablet,19018906,dexamethasone 1.5 MG Oral Tablet,Clinical Drug
166,Dexamethasone,3264,197581,SCD,dexamethasone 2 MG Oral Tablet,1518261,dexamethasone 2 MG Oral Tablet,Clinical Drug
167,Dexamethasone,3264,197582,SCD,dexamethasone 4 MG Oral Tablet,1518292,dexamethasone 4 MG Oral Tablet,Clinical Drug
168,Dexamethasone,3264,197583,SCD,dexamethasone 6 MG Oral Tablet,1518293,dexamethasone 6 MG Oral Tablet,Clinical Drug
169,Dexamethasone,3264,2045404,SCD,0.005 ML dexamethasone 103.4 MG/ML Injection,1510781,0.005 ML dexamethasone 103.4 MG/ML Injection,Quant Clinical Drug
170,Dexamethasone,3264,2099700,SCD,1 ML dexamethasone phosphate 10 MG/ML Prefilled Syringe,35202020,1 ML dexamethasone phosphate 10 MG/ML Prefilled Syringe,Quant Clinical Drug
171,Dexamethasone,3264,2108015,SCD,dexamethasone 0.4 MG Drug Implant,1356080,dexamethasone 0.4 MG Drug Implant,Clinical Drug
172,Dexamethasone,3264,2261802,SCD,dexamethasone 20 MG Oral Tablet,37497612,dexamethasone 20 MG Oral Tablet,Clinical Drug
173,Dexamethasone,3264,226343,SCD,dexamethasone phosphate 1 MG/ML Ophthalmic Solution,1518490,dexamethasone phosphate 1 MG/ML Ophthalmic Solution,Clinical Drug
174,Dexamethasone,3264,227142,SCD,dexamethasone 1 MG/ML / hypromellose 5 MG/ML Ophthalmic Solution,19054651,dexamethasone 1 MG/ML / hypromellose 5 MG/ML Ophthalmic Solution,Clinical Drug
175,Dexamethasone,3264,248175,SCD,dexamethasone 0.02 MG/ACTUAT / tramazoline 0.12 MG/ACTUAT Nasal Spray,1518527,dexamethasone 0.02 MG/ACTUAT / tramazoline 0.12 MG/ACTUAT Nasal Spray,Clinical Drug
176,Dexamethasone,3264,309679,SCD,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment,19076110,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment,Clinical Drug
