# curie_map:,,,,,,,,,,,
#  ICD10CM: http://purl.bioontology.org/ontology/ICD10CM/,,,,,,,,,,,
#  OMOP: https://athena.ohdsi.org/search-terms/terms/,,,,,,,,,,,
#  SNOMED: https://athena.ohdsi.org/search-terms/terms/,,,,,,,,,,,
#  license: http://w3id.org/sssom/license/unspecified,,,,,,,,,,,
#  skos: http://www.w3.org/2004/02/skos/core#,,,,,,,,,,,
#  semapv: https://w3id.org/semapv,,,,,,,,,,,
#  BIOPORTAL_ICD10CM: https://data.bioontology.org/ontologies/ICD10CM/submissions/22/download?apikey=8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,,,,,,,,,,,
subject_label,predicate_id,object_id,object_label,confidence,mapping_justification,comment,mapping_date,author_id,subject_source_version,object_source_version,
ICD10CM:O09.823,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, third trimester",,OMOP:45765728,Supervision of high risk pregnancy,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:O09.823,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, third trimester",skos:narrower,SNOMED:4218813,Third trimester pregnancy,0,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:O09.823,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, third trimester",,OMOP:4218813,Third trimester pregnancy,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:O09.823,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, third trimester",skos:narrower,SNOMED:46270016,History of undergoing in utero procedure while a fetus,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:O09.823,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, third trimester",,OMOP:46270016,History of undergoing in utero procedure while a fetus,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:O09.823,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, third trimester",skos:narrower,SNOMED:4188598,High risk pregnancy,0,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:O09.823,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, third trimester",,OMOP:4188598,High risk pregnancy,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:E08.3543,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",skos:exactMatch,SNOMED:4255401,O/E - right eye proliferative diabetic retinopathy,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:E08.3543,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",skos:exactMatch,OMOP:4255401,O/E - right eye proliferative diabetic retinopathy,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:E08.3543,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",skos:narrower,SNOMED:195771,Secondary diabetes mellitus,0,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:E08.3543,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",skos:narrower,OMOP:195771,Secondary diabetes mellitus,0,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:E08.3543,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",skos:exactMatch,SNOMED:4252356,O/E - left eye proliferative diabetic retinopathy,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:E08.3543,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",skos:exactMatch,OMOP:4252356,O/E - left eye proliferative diabetic retinopathy,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:E08.3543,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",skos:exactMatch,SNOMED:4338897,Combined traction and rhegmatogenous retinal detachment,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:E08.3543,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",skos:exactMatch,OMOP:4338897,Combined traction and rhegmatogenous retinal detachment,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10:M41.125,"Adolescent idiopathic scoliosis, thoracolumbar region",skos:exactMatch,SNOMED:37017436,Idiopathic scoliosis of thoracic and lumbar spine,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10:M41.125,"Adolescent idiopathic scoliosis, thoracolumbar region",skos:exactMatch,OMOP:37017436,Idiopathic scoliosis of thoracic and lumbar spine,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10:M41.125,"Adolescent idiopathic scoliosis, thoracolumbar region",skos:narrower,SNOMED:4067872,Adolescent idiopathic scoliosis,0,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10:M41.125,"Adolescent idiopathic scoliosis, thoracolumbar region",skos:narrower,OMOP:4067872,Adolescent idiopathic scoliosis,0,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:E11.10,Type 2 diabetes mellitus with ketoacidosis without coma,skos:narrower,SNOMED:201826,Type 2 diabetes mellitus,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:E11.10,Type 2 diabetes mellitus with ketoacidosis without coma,skos:narrower,OMOP:201826,Type 2 diabetes mellitus,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:E11.10,Type 2 diabetes mellitus with ketoacidosis without coma,skos:exactMatch,SNOMED:4009303,Diabetic ketoacidosis without coma,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:E11.10,Type 2 diabetes mellitus with ketoacidosis without coma,skos:exactMatch,OMOP:4009303,Diabetic ketoacidosis without coma,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:B37.2,Candidiasis of skin and nail,skos:narrower,SNOMED:4028387,Disorder of integument,0,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:B37.2,Candidiasis of skin and nail,skos:narrower,OMOP:4028387,Disorder of integument,0,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:B37.2,Candidiasis of skin and nail,skos:narrower,SNOMED:433968,Candidiasis,0,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:B37.2,Candidiasis of skin and nail,skos:narrower,OMOP:433968,Candidiasis,0,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:I70.75,Atherosclerosis of other type of bypass graft(s) of other extremity with ulceration,skos:narrower,SNOMED:40483538,"
Atherosclerosis of bypass graft of limb",1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:I70.75,Atherosclerosis of other type of bypass graft(s) of other extremity with ulceration,skos:narrower,OMOP:40483538,"
Atherosclerosis of bypass graft of limb",1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:I70.75,Atherosclerosis of other type of bypass graft(s) of other extremity with ulceration,skos:narrower,SNOMED:4177703,Ulcer,0,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:I70.75,Atherosclerosis of other type of bypass graft(s) of other extremity with ulceration,skos:narrower,OMOP:4177703,Ulcer,0,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:I70.761,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, right leg",skos:exactMatch,SNOMED:40483538,Atherosclerosis of bypass graft of limb,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:I70.761,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, right leg",skos:exactMatch,OMOP:40483538,Atherosclerosis of bypass graft of limb,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:I70.761,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, right leg",skos:narrower,SNOMED:317577,Arteriosclerotic gangrene,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
ICD10CM:I70.761,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, right leg",skos:narrower,OMOP:317577,Arteriosclerotic gangrene,1,semapv:LexicalMatching,omop vocabulary concept relationship,6-Oct-2022,orcid:0000-0002-0795-1293,BIOPORTAL_ICD10CM:8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,v5.0 09-SEP-22
